regname;regcode;year;month;count_0;count_4;min_0;min_4;max_0;max_4;mean_0;mean_4;sum_0;sum_4;nodata_0;nodata_4;median_0;median_4;std_0;std_4;percentile_90_0;percentile_90_4
 Şoldăneşti;MDA.30_1;2022;12;3842;3842;0;0;58.0;56.0;0.3047891723060906;26.941.697.032.795.400;1171.0;10351.0;0;0;0;0;2.842.292.878.595.020;37.363.546.429.710.500;0;6.0
 Soroca;MDA.31_1;2022;1;5888;5888;0;0;93.0;231.0;0.9375;3.038.383.152.173.910;5520.0;17890.0;0;0;0;0;5.231.479.366.173.170;6.713.763.005.211.820;0;6.0
 Soroca;MDA.31_1;2022;2;5888;5888;0;0;59.0;54.0;0.686141304347826;0.8974184782608695;4040.0;5284.0;0;0;0;0;426.165.260.627.316;39.139.443.949.869.600;0;0
 Soroca;MDA.31_1;2022;3;5888;5888;0;0;67.0;75.0;0.7019361413043478;0.8259171195652174;4133.0;4863.0;0;0;0;0;4.464.570.254.313.920;4.303.147.645.806.390;0;0
 Soroca;MDA.31_1;2022;4;5888;5888;0;0;71.0;70.0;0.7420176630434783;1.986.243.206.521.730;4369.0;11695.0;0;0;0;0;48.166.294.541.516.300;4.958.692.920.406.950;0;6.0
 Soroca;MDA.31_1;2022;5;5888;5888;0;0;210.0;131.0;1.166.100.543.478.260;17.209.578.804.347.800;6866.0;10133.0;0;0;0;0;801.238.377.523.382;6.812.893.060.529;0;5.0
 Soroca;MDA.31_1;2022;6;4738;4738;0;0;59.0;33.0;18.773.744.195.863.200;4.356.901.646.264.240;8895.0;20643.0;1150.0;1150.0;0;5.0;4.401.728.298.891.280;4.383.848.269.174.440;6.0;10.0
 Soroca;MDA.31_1;2022;7;5888;5888;0;0;86.0;68.0;0.9483695652173914;12.340.353.260.869.500;5584.0;7266.0;0;0;0;0;4.799.553.880.349.510;4.325.211.639.563.190;0;5.0
 Soroca;MDA.31_1;2022;8;5888;5888;0;0;71.0;65.0;11.233.016.304.347.800;36.880.095.108.695.600;6614.0;21715.0;0;0;0;5.0;4.419.810.943.145.590;4.158.948.606.412.330;5.0;6.0
 Soroca;MDA.31_1;2022;9;5888;5888;0;0;86.0;66.0;0.7938179347826086;10.962.975.543.478.200;4674.0;6455.0;0;0;0;0;4.627.637.595.669.330;3.809.946.563.094.460;0;5.0
 Soroca;MDA.31_1;2022;10;5888;5888;0;0;53.0;60.0;0.614639945652174;0.7078804347826086;3619.0;4168.0;0;0;0;0;37.704.744.062.356.700;3.408.189.125.641.200;0;0
 Soroca;MDA.31_1;2022;11;5888;5888;0;0;44.0;42.0;0.5083220108695652;0.798233695652174;2993.0;4700.0;0;0;0;0;342.082.398.296.024;31.760.584.729.578.200;0;0
 Soroca;MDA.31_1;2022;12;5888;5888;0;0;49.0;81.0;0.5930706521739131;3.511.888.586.956.520;3492.0;20678.0;0;0;0;5.0;37.237.075.851.617.100;531.825.404.177.015;0;6.0
 Ştefan Voda;MDA.32_1;2022;1;7480;7480;0;0;99.0;233.0;0.6383689839572193;2.835.294.117.647.050;4775.0;21208.0;0;0;0;0;4.938.753.064.465.280;8.974.466.769.145.680;0;6.0
 Ştefan Voda;MDA.32_1;2022;2;7480;7480;0;0;224.0;115.0;0.8343582887700535;11.839.572.192.513.300;6241.0;8856.0;0;0;0;0;7.153.677.580.828.800;480.300.255.447.327;0;5.0
 Ştefan Voda;MDA.32_1;2022;3;7480;7480;0;0;185.0;130.0;10.363.636.363.636.300;10.093.582.887.700.500;7752.0;7550.0;0;0;0;0;6.725.719.939.307.100;5.505.774.131.406.740;0;0
 Ştefan Voda;MDA.32_1;2022;4;7480;7480;0;0;206.0;110.0;0.8609625668449198;10.255.347.593.582.800;6440.0;7671.0;0;0;0;0;71.562.152.884.945.500;5.055.152.013.521.230;0;0
 Ştefan Voda;MDA.32_1;2022;5;7480;7480;0;0;161.0;86.0;10.024.064.171.122.900;19.445.187.165.775.400;7498.0;14545.0;0;0;0;0;6.091.590.994.163.400;5.156.144.448.180.760;0;6.0
 Ştefan Voda;MDA.32_1;2022;6;7480;7480;0;0;122.0;84.0;0.9717914438502674;19.856.951.871.657.700;7269.0;14853.0;0;0;0;0;54.794.346.676.787.600;5.154.633.829.651.170;0;6.0
 Ştefan Voda;MDA.32_1;2022;7;7480;7480;0;0;99.0;96.0;0.9072192513368984;12.707.219.251.336.800;6786.0;9505.0;0;0;0;0;483.900.719.808.917;4.832.830.960.606.560;0;5.0
 Ştefan Voda;MDA.32_1;2022;8;7480;7480;0;0;73.0;68.0;10.954.545.454.545.400;1.472.994.652.406.410;8194.0;11018.0;0;0;0;0;41.623.767.739.552;4.167.042.593.162.850;5.0;5.0
 Ştefan Voda;MDA.32_1;2022;9;7480;7480;0;0;89.0;82.0;0.7118983957219251;10.803.475.935.828.800;5325.0;8081.0;0;0;0;0;4.243.934.662.884.390;4.119.905.882.190.650;0;5.0
 Ştefan Voda;MDA.32_1;2022;10;7480;7480;0;0;83.0;92.0;0.6016042780748663;0.7272727272727273;4500.0;5440.0;0;0;0;0;389.069.884.895.294;37.733.521.807.049.100;0;0
 Ştefan Voda;MDA.32_1;2022;11;7480;7480;0;0;71.0;77.0;0.40748663101604277;10.828.877.005.347.500;3048.0;8100.0;0;0;0;0;27.829.210.971.044.300;30.117.996.473.422.700;0;5.0
 Ştefan Voda;MDA.32_1;2022;12;7480;7480;0;0;70.0;58.0;0.3981283422459893;2.794.652.406.417.110;2978.0;20904.0;0;0;0;0;28.909.866.799.292.300;35.513.533.252.375.800;0;6.0
 Străşeni;MDA.33_1;2022;1;4731;4731;0;0;161.0;159.0;38.909.321.496.512.300;6.162.333.544.705.130;18408.0;29154.0;0;0;0;5.0;13.263.102.828.407.400;11.113.139.338.457.100;8.0;12.0
 Străşeni;MDA.33_1;2022;2;4731;4731;0;0;131.0;128.0;28.385.119.425.068.600;4.065.948.002.536.460;13429.0;19236.0;0;0;0;0;10.981.976.578.932.900;917.729.067.739.412;6.0;9.0
 Străşeni;MDA.33_1;2022;3;4731;4731;0;0;136.0;142.0;2.954.977.805.960.680;36.119.213.696.892.800;13980.0;17088.0;0;0;0;0;11.266.767.820.809.100;10.483.688.930.635.200;6.0;9.0
 Străşeni;MDA.33_1;2022;4;4731;4731;0;0;133.0;129.0;30.080.321.285.140.500;4.768.125.132.107.370;14231.0;22558.0;0;0;0;0;11.482.571.086.702.400;9.731.902.196.892.650;6.0;11.0
 Străşeni;MDA.33_1;2022;5;4731;4731;0;0;137.0;146.0;33.770.872.965.546.300;5.542.380.046.501.790;15977.0;26221.0;0;0;0;5.0;108.964.038.198.107;1.027.302.465.042.940;7.0;11.0
 Străşeni;MDA.33_1;2022;6;4731;4731;0;0;154.0;189.0;4.002.747.833.439.010;6.448.953.709.575.140;18937.0;30510.0;0;0;0;5.0;11.536.428.882.036.100;1.115.281.169.444.680;8.0;12.0
 Străşeni;MDA.33_1;2022;7;4731;4731;0;0;137.0;134.0;3.302.684.421.898.110;4.113.083.914.605.790;15625.0;19459.0;0;0;0;0;10.250.246.099.894.300;9.814.216.952.318.030;8.0;9.0
 Străşeni;MDA.33_1;2022;8;4731;4731;0;0;152.0;158.0;348.002.536.461.636;58.867.047.135.912.000;16464.0;27850.0;0;0;0;5.0;10.706.503.853.832.500;9.896.646.987.068.860;7.0;9.0
 Străşeni;MDA.33_1;2022;9;4731;4731;0;0;170.0;195.0;3.259.564.574.085.810;4.363.348.129.359.540;15421.0;20643.0;0;0;0;0;1.140.399.028.592.880;10.719.304.483.024.700;7.0;9.0
 Străşeni;MDA.33_1;2022;10;4731;4731;0;0;159.0;182.0;28.137.814.415.556.900;33.176.918.199.112.200;13312.0;15696.0;0;0;0;0;10.998.577.389.705.400;1.040.260.675.339.770;6.0;8.0
 Străşeni;MDA.33_1;2022;11;4731;4731;0;0;157.0;121.0;20.754.597.336.715.200;32.390.615.091.946.700;9819.0;15324.0;0;0;0;0;9.690.083.018.974.730;7.747.203.031.785.410;5.0;7.0
 Străşeni;MDA.33_1;2022;12;4731;4731;0;0;153.0;152.0;2.146.480.659.480.020;60.653.138.871.274.500;10155.0;28695.0;0;0;0;5.0;967.588.779.761.045;8.546.499.788.592.670;5.0;9.0
 Taraclia;MDA.34_1;2022;1;4488;4488;0;0;193.0;212.0;18.821.301.247.771.800;29.616.755.793.226.300;8447.0;13292.0;0;0;0;0;107.751.348.453.251;11.433.187.769.632.600;0;7.0
 Taraclia;MDA.34_1;2022;2;4488;4488;0;0;193.0;176.0;18.143.939.393.939.300;2.249.331.550.802.130;8143.0;10095.0;0;0;0;0;10.815.710.232.038.400;9.829.132.890.831.090;0;6.0
 Taraclia;MDA.34_1;2022;3;4488;4488;0;0;198.0;199.0;19.037.433.155.080.200;2.091.577.540.106.950;8544.0;9387.0;0;0;0;0;11.390.124.732.605.300;11.227.347.580.651.000;0;5.0
 Taraclia;MDA.34_1;2022;4;4488;4488;0;0;206.0;194.0;20.635.026.737.967.900;26.840.463.458.110.500;9261.0;12046.0;0;0;0;0;11.891.376.518.431.800;11.125.659.444.077.300;0;6.0
 Taraclia;MDA.34_1;2022;5;4488;4488;0;0;194.0;183.0;19.610.071.301.247.700;23.495.989.304.812.800;8801.0;10545.0;0;0;0;0;1.185.857.106.569.300;10.389.565.235.985.400;0;6.0
 Taraclia;MDA.34_1;2022;6;4488;4488;0;0;182.0;163.0;2.019.830.659.536.540;2.466.131.907.308.370;9065.0;11068.0;0;0;0;0;11.882.194.650.145.400;9.663.602.671.295.060;0;6.0
 Taraclia;MDA.34_1;2022;7;4488;4488;0;0;165.0;164.0;18.112.745.098.039.200;19.429.590.017.825.300;8129.0;8720.0;0;0;0;0;10.243.940.314.675.400;994.989.001.883.493;0;5.0
 Taraclia;MDA.34_1;2022;8;4488;4488;0;0;145.0;143.0;20.303.030.303.030.300;23.088.235.294.117.600;9112.0;10362.0;0;0;0;0;8.893.280.409.953.460;8.748.541.648.118.160;5.0;6.0
 Taraclia;MDA.34_1;2022;9;4488;4488;0;0;157.0;157.0;17.049.910.873.440.200;20.220.588.235.294.100;7652.0;9075.0;0;0;0;0;9.306.733.424.354.970;9.144.960.723.517.950;0;6.0
 Taraclia;MDA.34_1;2022;10;4488;4488;0;0;156.0;164.0;15.461.229.946.524.000;17.482.174.688.057.000;6939.0;7846.0;0;0;0;0;8.905.155.486.457.920;8.760.675.760.555.470;0;5.0
 Taraclia;MDA.34_1;2022;11;4488;4488;0;0;110.0;67.0;10.822.192.513.368.900;13.175.133.689.839.500;4857.0;5913.0;0;0;0;0;63.922.695.398.373.500;4.364.174.752.189.300;0;5.0
 Taraclia;MDA.34_1;2022;12;4488;4488;0;0;79.0;87.0;0.9494206773618539;3.910.427.807.486.630;4261.0;17550.0;0;0;0;5.0;5.552.326.006.734.710;4.872.985.482.998.640;0;6.0
 Teleneşti;MDA.35_1;2022;1;5976;5976;0;0;87.0;86.0;0.7048192771084337;246.285.140.562.249;4212.0;14718.0;0;0;0;0;3.938.773.830.940.500;4.389.727.134.946.450;0;6.0
 Teleneşti;MDA.35_1;2022;2;5976;5976;0;0;89.0;89.0;0.47707496653279785;0.9471218206157965;2851.0;5660.0;0;0;0;0;37.911.256.569.418.400;4.057.759.240.776.880;0;5.0
 Teleneşti;MDA.35_1;2022;3;5976;5976;0;0;93.0;103.0;0.5532128514056225;0.7990294511378849;3306.0;4775.0;0;0;0;0;4.195.663.725.235.430;4.363.764.677.866.030;0;0
 Teleneşti;MDA.35_1;2022;4;5976;5976;0;0;96.0;89.0;0.554718875502008;12.911.646.586.345.300;3315.0;7716.0;0;0;0;0;4.018.866.711.715.870;4.179.806.059.749.390;0;5.0
 Teleneşti;MDA.35_1;2022;5;5976;5976;0;0;124.0;113.0;0.7354417670682731;17.182.061.579.651.900;4395.0;10268.0;0;0;0;0;457.593.841.981.916;4.755.104.689.781.140;0;6.0
 Teleneşti;MDA.35_1;2022;6;5976;5976;0;0;137.0;176.0;11.658.299.866.131.100;4.354.082.998.661.310;6967.0;26020.0;0;0;0;5.0;5.677.090.909.257.920;7.308.244.326.536.350;5.0;9.0
 Teleneşti;MDA.35_1;2022;7;5976;5976;0;0;122.0;119.0;0.8413654618473896;11.378.848.728.246.300;5028.0;6800.0;0;0;0;0;5.271.536.029.604.420;4.730.069.560.056.240;0;5.0
 Teleneşti;MDA.35_1;2022;8;5976;5976;0;0;90.0;64.0;0.8072289156626506;29.051.204.819.277.100;4824.0;17361.0;0;0;0;0;4.161.441.054.700.580;4.098.502.749.136.670;0;6.0
 Teleneşti;MDA.35_1;2022;9;5976;5976;0;0;83.0;82.0;0.6534471218206158;11.326.974.564.926.300;3905.0;6769.0;0;0;0;0;4.059.037.402.730.120;37.598.102.583.617.700;0;5.0
 Teleneşti;MDA.35_1;2022;10;5976;5976;0;0;80.0;78.0;0.4959839357429719;0.6740294511378849;2964.0;4028.0;0;0;0;0;3.317.429.520.512.920;33.097.814.896.413.900;0;0
 Teleneşti;MDA.35_1;2022;11;5976;5976;0;0;92.0;83.0;0.3853748326639893;0.8893908969210174;2303.0;5315.0;0;0;0;0;29.777.027.748.456.900;31.512.488.595.226.300;0;5.0
 Teleneşti;MDA.35_1;2022;12;5976;5976;0;0;85.0;65.0;0.39407630522088355;26.703.480.589.022.700;2355.0;15958.0;0;0;0;0;28.243.701.333.456.000;38.922.610.907.114.100;0;6.0
 Transnistria;MDA.36_1;2022;1;23866;23866;0;0;11578.0;11331.0;7.227.394.619.961.450;7.891.854.521.076.000;172489.0;188347.0;4.0;4.0;0;0;1.507.114.901.985.230;1.348.172.600.876.940;5.0;8.0
 Transnistria;MDA.36_1;2022;2;23870;23870;0;0;13219.0;16289.0;6.678.382.907.415.160;7.065.437.788.018.430;159413.0;168652.0;0;0;0;0;14.518.412.647.407.700;17.139.853.990.025.700;5.0;7.0
 Transnistria;MDA.36_1;2022;3;23870;23870;0;0;10216.0;4012.0;5.730.959.363.217.420;397.804.775.869.292;136798.0;94956.0;0;0;0;0;11.822.180.771.710.700;4.459.345.965.720.540;5.0;6.0
 Transnistria;MDA.36_1;2022;4;23869;23869;0;0;3401.0;1005.0;4.367.799.237.504.710;3.743.013.951.150.020;104255.0;89342.0;1.0;1.0;0;0;4.483.580.449.693.360;2.075.289.242.979.850;0;7.0
 Transnistria;MDA.36_1;2022;5;23869;23869;0;0;1618.0;658.0;4.060.999.622.941.890;4.906.908.542.460.930;96932.0;117123.0;1.0;1.0;0;0;2.692.769.125.938.510;19.277.216.910.784.500;6.0;8.0
 Transnistria;MDA.36_1;2022;6;23865;23865;0;0;825.0;751.0;4.469.851.246.595.430;6.461.680.284.936.090;106673.0;154208.0;5.0;5.0;0;0;21.753.047.577.316.100;20.988.469.899.065.600;7.0;11.0
 Transnistria;MDA.36_1;2022;7;23870;23870;0;0;679.0;747.0;36.944.700.460.829.400;4.005.236.698.785.080;88187.0;95605.0;0;0;0;0;19.121.800.815.957.800;1.764.561.103.594.030;6.0;8.0
 Transnistria;MDA.36_1;2022;8;23870;23870;0;0;592.0;625.0;3.415.626.309.174.690;4.474.612.484.289.900;81531.0;106809.0;0;0;0;0;1.703.404.950.498.240;15.738.526.606.350.800;6.0;8.0
 Transnistria;MDA.36_1;2022;9;23870;23870;0;0;871.0;696.0;337.683.284.457.478;36.201.927.105.152.900;80605.0;86414.0;0;0;0;0;20.889.243.897.821.300;1.680.123.166.021.180;5.0;7.0
 Transnistria;MDA.36_1;2022;10;23870;23870;0;0;3101.0;3540.0;33.630.079.597.821.500;3.680.980.310.012.560;80275.0;87865.0;0;0;0;0;29.761.220.902.851.700;32.579.269.230.941.100;5.0;6.0
 Transnistria;MDA.36_1;2022;11;23870;23870;0;0;2595.0;1363.0;3.535.483.870.967.740;3.221.994.134.897.360;84392.0;76909.0;0;0;0;0;3.710.368.484.109.970;2.197.867.025.291.260;5.0;6.0
 Transnistria;MDA.36_1;2022;12;23870;23870;0;0;6331.0;10883.0;38.098.449.937.159.600;8.262.295.768.747.380;90941.0;197221.0;0;0;0;5.0;6.207.913.037.746.030;11.946.711.361.058.500;5.0;9.0
 Ungheni;MDA.37_1;2022;1;7446;7446;0;0;246.0;260.0;37.437.550.362.610.700;28.639.538.006.983.600;27876.0;21325.0;0;0;0;0;11.863.417.614.351.400;8.541.010.271.616.500;8.0;7.0
 Ungheni;MDA.37_1;2022;2;7446;7446;0;0;160.0;173.0;0.9542035992479183;16.852.001.074.402.300;7105.0;12548.0;0;0;0;0;7.264.905.980.656.720;839.086.860.464.095;0;5.0
 Ungheni;MDA.37_1;2022;3;7446;7446;0;0;225.0;245.0;1.256.647.864.625.300;15.972.334.139.135.100;9357.0;11893.0;0;0;0;0;10.111.363.164.566.600;10.362.611.146.722.600;0;0
 Ungheni;MDA.37_1;2022;4;7446;7446;0;0;219.0;187.0;14.806.607.574.536.600;28.354.821.380.607.000;11025.0;21113.0;0;0;0;0;10.862.945.634.238.100;9.444.335.310.792.450;0;6.0
 Ungheni;MDA.37_1;2022;5;7446;7446;0;0;229.0;222.0;15.789.685.737.308.600;29.347.300.564.061.200;11757.0;21852.0;0;0;0;0;11.011.196.573.046.500;9.597.110.141.797.180;0;6.0
 Ungheni;MDA.37_1;2022;6;7446;7446;0;0;210.0;196.0;209.508.460.918.614;448.965.887.724.953;15600.0;33430.0;0;0;0;5.0;9.703.021.563.614.430;88.532.876.124.612;5.0;8.0
 Ungheni;MDA.37_1;2022;7;7446;7446;0;0;218.0;217.0;15.711.791.565.941.400;18.689.229.116.304.000;11699.0;13916.0;0;0;0;0;10.043.230.321.717.100;9.863.370.056.124.560;0;5.0
 Ungheni;MDA.37_1;2022;8;7446;7446;0;0;196.0;152.0;16.412.839.108.246.000;4.399.543.378.995.430;12221.0;32759.0;0;0;0;5.0;10.158.010.757.912.100;9.258.315.500.974.820;0;7.0
 Ungheni;MDA.37_1;2022;9;7446;7446;0;0;179.0;154.0;14.738.114.423.851.700;18.278.270.212.194.400;10974.0;13610.0;0;0;0;0;9.907.091.860.984.780;8.653.111.940.715.620;0;5.0
 Ungheni;MDA.37_1;2022;10;7446;7446;0;0;164.0;152.0;11.340.316.948.697.200;12.085.683.588.503.800;8444.0;8999.0;0;0;0;0;8.285.888.871.291.470;67.285.846.088.059.200;0;0
 Ungheni;MDA.37_1;2022;11;7446;7446;0;0;161.0;156.0;0.82232070910556;10.451.248.992.747.700;6123.0;7782.0;0;0;0;0;63.677.472.032.965.300;4.911.585.163.673.390;0;5.0
 Ungheni;MDA.37_1;2022;12;7446;7446;0;0;159.0;171.0;14.307.010.475.423.000;4.025.248.455.546.600;10653.0;29972.0;0;0;0;5.0;6.980.785.394.549.510;7.801.744.101.465.980;5.0;6.0
